insertId,"jsonPayload.""cos.googleapis.com/container_id""","jsonPayload.""cos.googleapis.com/stream""",jsonPayload.message,"labels.""compute.googleapis.com/resource_name""",logName,receiveTimestamp,resource.labels.instance_id,resource.labels.project_id,resource.labels.zone,resource.type,timestamp
6zooglzkjg4l5z4ww,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:15:22.573363628Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:15:18.621894291Z
6zooglzkjg4l5z4ql,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:15:12.545122177Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:15:10.833425156Z
6zooglzkjg4l5z4mr,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:15:07.500135313Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:15:06.428414450Z
6zooglzkjg4l5z4kt,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:15:07.500135313Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:15:02.441906826Z
6zooglzkjg4l5z4jo,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:15:02.460860852Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:14:58.420594226Z
6zooglzkjg4l5z4fw,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:14:57.412891494Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:14:54.840809067Z
6zooglzkjg4l5z4da,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:14:52.352765633Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:14:50.836485598Z
6zooglzkjg4l5z3xi,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:14:47.300788376Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:14:42.849355361Z
6zooglzkjg4l5z3wg,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:14:42.546213508Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:14:38.608924388Z
6zooglzkjg4l5z3sl,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:14:37.539539806Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:14:34.448869328Z
